0.000000, 435.000000, 528.000000, 720.000000, 1013.000000, 1113.000000, 1595.000000, 2411.000000, 3648.000000, 7140.000000, 


0.000000, 430.000000, 542.000000, 703.000000, 838.000000, 1063.000000, 1462.000000, 2461.000000, 3585.000000, 8322.000000, 


0.000000, 380.000000, 532.000000, 776.000000, 760.000000, 1307.000000, 1875.000000, 2313.000000, 3579.000000, 7480.000000, 


0.000000, 365.000000, 536.000000, 704.000000, 835.000000, 1024.000000, 1684.000000, 2665.000000, 3672.000000, 7150.000000, 


0.000000, 382.000000, 519.000000, 738.000000, 814.000000, 1178.000000, 1852.000000, 2618.000000, 3644.000000, 7504.000000, 


0.000000, 406.000000, 529.000000, 651.000000, 899.000000, 1377.000000, 1646.000000, 2389.000000, 4259.000000, 6880.000000, 


0.000000, 376.000000, 564.000000, 758.000000, 822.000000, 1187.000000, 1756.000000, 2483.000000, 3606.000000, 7684.000000, 


0.000000, 428.000000, 528.000000, 739.000000, 742.000000, 1356.000000, 1734.000000, 2563.000000, 3758.000000, 7094.000000, 


0.000000, 399.000000, 595.000000, 690.000000, 1047.000000, 1333.000000, 1814.000000, 2273.000000, 3996.000000, 6667.000000, 


0.000000, 377.000000, 522.000000, 817.000000, 943.000000, 1180.000000, 1759.000000, 2522.000000, 3560.000000, 7246.000000, 


0.000000, 399.000000, 553.000000, 725.000000, 904.000000, 1202.000000, 1453.000000, 2377.000000, 3559.000000, 7814.000000, 


0.000000, 396.000000, 576.000000, 682.000000, 849.000000, 1291.000000, 1596.000000, 2638.000000, 3671.000000, 7467.000000, 


