0.000000, 50.000000, 221.000000, 478.000000, 799.000000, 1029.000000, 1526.000000, 1943.000000, 2240.000000, 2648.000000, 


0.000000, 137.000000, 291.000000, 418.000000, 656.000000, 1088.000000, 1271.000000, 1793.000000, 2200.000000, 3270.000000, 


0.000000, 78.000000, 263.000000, 506.000000, 761.000000, 996.000000, 1466.000000, 1796.000000, 2270.000000, 2806.000000, 


0.000000, 36.000000, 268.000000, 536.000000, 713.000000, 1096.000000, 1478.000000, 1623.000000, 2275.000000, 2943.000000, 


0.000000, 118.000000, 277.000000, 603.000000, 581.000000, 1105.000000, 1364.000000, 1870.000000, 2210.000000, 2999.000000, 


0.000000, 56.000000, 272.000000, 514.000000, 757.000000, 1000.000000, 1148.000000, 1619.000000, 2723.000000, 2760.000000, 


0.000000, 62.000000, 313.000000, 555.000000, 785.000000, 955.000000, 1401.000000, 1707.000000, 2302.000000, 2830.000000, 


0.000000, 117.000000, 256.000000, 553.000000, 721.000000, 1040.000000, 1373.000000, 1794.000000, 2372.000000, 2793.000000, 


0.000000, 64.000000, 180.000000, 545.000000, 769.000000, 1097.000000, 1250.000000, 1815.000000, 2445.000000, 2958.000000, 


0.000000, 76.000000, 207.000000, 354.000000, 774.000000, 1082.000000, 1403.000000, 2090.000000, 2184.000000, 2684.000000, 


0.000000, 53.000000, 325.000000, 489.000000, 702.000000, 893.000000, 1340.000000, 1815.000000, 2335.000000, 3101.000000, 


0.000000, 114.000000, 240.000000, 480.000000, 659.000000, 1078.000000, 1321.000000, 1782.000000, 2463.000000, 2732.000000, 


