0.000000, 321.000000, 612.000000, 920.000000, 1119.000000, 1399.000000, 1806.000000, 2824.000000, 4035.000000, 5441.000000, 


0.000000, 387.000000, 780.000000, 966.000000, 1103.000000, 1768.000000, 2047.000000, 2801.000000, 3773.000000, 5289.000000, 


0.000000, 426.000000, 528.000000, 865.000000, 1337.000000, 1606.000000, 1954.000000, 2943.000000, 3430.000000, 5706.000000, 


0.000000, 380.000000, 631.000000, 781.000000, 1297.000000, 1527.000000, 1751.000000, 2665.000000, 3956.000000, 5760.000000, 


0.000000, 389.000000, 600.000000, 828.000000, 1371.000000, 1802.000000, 2420.000000, 2943.000000, 3531.000000, 5308.000000, 


0.000000, 384.000000, 756.000000, 969.000000, 1328.000000, 1457.000000, 2034.000000, 2839.000000, 3664.000000, 5485.000000, 


0.000000, 364.000000, 647.000000, 957.000000, 1142.000000, 1597.000000, 2029.000000, 3070.000000, 3581.000000, 5250.000000, 


0.000000, 415.000000, 614.000000, 907.000000, 1142.000000, 1521.000000, 2040.000000, 2987.000000, 3998.000000, 5491.000000, 


0.000000, 328.000000, 585.000000, 882.000000, 1272.000000, 1686.000000, 2191.000000, 2080.000000, 4223.000000, 5657.000000, 


0.000000, 445.000000, 646.000000, 958.000000, 1070.000000, 1589.000000, 2119.000000, 2834.000000, 3678.000000, 5510.000000, 


0.000000, 295.000000, 758.000000, 737.000000, 1268.000000, 1761.000000, 1740.000000, 2852.000000, 3611.000000, 5617.000000, 


0.000000, 301.000000, 655.000000, 866.000000, 1390.000000, 1550.000000, 2192.000000, 2417.000000, 3466.000000, 5491.000000, 


